,class,stained_cell_count,light_stain_count
4106,class3,4533,6036
4107,class1,4137,2909
4108,class7,782,1494
4109,class7,2,383
4110,class3,4814,1754
4111,class7,980,49
4112,class5,3991,2989
4113,class4,5308,8144
4114,class1,2911,6346
4115,class1,4035,4047
4116,class7,64,0
4117,class2,2161,308
4118,class7,263,92
4119,class5,4326,2682
4120,class1,2406,1906
4121,class4,5534,236
4122,class3,3925,1902
4123,class6,3259,530
4124,class1,4344,2742
4125,class7,196,498
4126,class6,2114,541
4127,class2,1394,248
4128,class2,305,1113
4129,class3,3198,5228
4130,class6,1996,124
4131,class7,908,4134
4132,class1,1650,5302
4133,class1,3533,5111
4134,class5,2075,1078
4135,class3,5031,2056
4136,class7,1357,169
4137,class3,4456,1812
4138,class1,2937,3522
4139,class3,2644,3631
4140,class3,3981,3880
4141,class3,6413,1259
4142,class7,56,99
4143,class1,1885,6336
4144,class1,3461,3748
4145,class2,2165,581
4146,class1,3182,10392
4147,class7,637,304
4148,class1,3178,6146
4149,class6,2655,290
4150,class7,14,2089
4151,class6,3548,1187
4152,class1,3771,3222
4153,class2,2626,211
4154,class4,6328,2872
4155,class5,2540,431
4156,class7,38,167
4157,class6,2215,1579
4158,class6,2749,327
4159,class7,20,63
4160,class3,1525,4105
4161,class6,3364,11754
4162,class3,4127,1144
4163,class3,6283,8206
4164,class6,2373,326
4165,class6,1490,212
4166,class0,4447,780
4167,class3,4029,4890
4168,class2,1168,5187
4169,class3,8147,7780
4170,class7,530,75
4171,class7,970,3546
4172,class4,6322,415
4173,class7,184,51
4174,class7,30,115
4175,class3,5,42
4176,class6,3701,2697
4177,class5,5954,1175
4178,class4,6189,197
4179,class2,2674,278
4180,class6,2541,476
4181,class6,2934,787
4182,class6,4086,2725
4183,class6,2616,759
4184,class2,1332,128
4185,class1,5023,2378
4186,class0,4255,3043
4187,class3,3292,1116
4188,class1,2586,4410
4189,class3,5563,7174
4190,class4,4986,1020
4191,class3,0,1249
4192,class2,2107,1321
4193,class6,3309,1556
4194,class7,0,0
4195,class6,3866,373
4196,class0,7478,954
4197,class6,3567,535
4198,class5,2216,683
4199,class3,5498,1691
4200,class7,303,1792
4201,class2,175,2487
4202,class3,3031,856
4203,class1,3611,3317
4204,class4,191,0
4205,class2,1012,692
4206,class1,3978,7922
4207,class1,3020,4830
4208,class1,0,509
4209,class3,3765,5880
4210,class3,6681,5428
4211,class3,5660,3008
4212,class7,270,4588
4213,class1,4250,3604
4214,class6,2809,639
4215,class1,3998,7330
4216,class7,881,2082
4217,class4,4720,9133
4218,class0,3588,3891
4219,class3,4980,1091
4220,class1,1296,2665
4221,class2,296,1463
4222,class6,2167,2850
4223,class0,4366,1293
4224,class3,3659,2901
4225,class1,4916,4973
4226,class5,2031,794
4227,class7,290,151
4228,class4,5747,1611
4229,class6,2150,9731
4230,class6,2338,1999
4231,class6,2993,452
4232,class4,5207,660
4233,class3,7919,5088
4234,class3,9067,1101
4235,class2,1179,1588
4236,class1,3051,2708
4237,class7,571,729
4238,class0,5589,1425
4239,class1,4010,3195
4240,class6,2490,1031
4241,class1,2783,5674
4242,class6,2177,3286
4243,class1,3453,3034
4244,class6,1642,2122
4245,class1,2983,6574
4246,class1,3099,3363
4247,class1,3094,4038
4248,class0,2822,1374
4249,class1,3816,4964
4250,class2,196,1010
4251,class2,422,1090
4252,class0,4728,1880
4253,class6,2895,1150
4254,class2,246,6082
4255,class4,2294,5360
4256,class4,3777,4234
4257,class6,2315,230
4258,class6,3297,2726
4259,class4,2909,87
4260,class6,2732,221
4261,class6,3207,10025
4262,class3,5,21
4263,class7,463,13181
4264,class3,5606,2869
4265,class7,947,300
4266,class2,738,710
4267,class1,1697,4708
4268,class7,43,1244
4269,class6,2113,3670
4270,class3,6104,1298
4271,class3,4289,7117
4272,class5,4588,610
4273,class7,943,1230
4274,class6,2186,4323
4275,class6,2649,5698
4276,class1,25,774
4277,class7,478,202
4278,class7,460,88
4279,class0,4140,2875
4280,class4,4946,3801
4281,class6,2198,940
4282,class1,3961,10192
4283,class1,4225,2870
4284,class6,2819,8868
4285,class7,66,444
4286,class1,3218,4759
4287,class5,670,370
4288,class1,3553,1655
4289,class3,4412,6989
4290,class7,729,27
4291,class7,243,5371
4292,class6,1866,3383
4293,class0,4271,5097
4294,class6,2833,240
4295,class3,5921,7998
4296,class6,2106,2796
4297,class6,2734,1105
4298,class3,3829,4803
4299,class6,2140,580
4300,class1,3332,8453
4301,class7,30,186
4302,class5,3193,4539
4303,class0,4137,1670
4304,class2,554,65
4305,class6,2480,688
4306,class1,0,143
4307,class1,1793,4631
4308,class1,3359,4241
4309,class1,296,2922
4310,class1,3906,1901
4311,class1,2339,2547
4312,class3,4232,2104
4313,class2,542,1511
4314,class0,5811,1520
4315,class6,2922,180
4316,class5,4636,2823
4317,class7,176,244
4318,class3,3958,3814
4319,class7,51,4069
4320,class6,2479,1461
4321,class1,1533,5669
4322,class7,139,324
4323,class7,88,5402
4324,class2,523,2757
4325,class0,3487,1819
4326,class1,3882,3620
4327,class6,1618,1463
4328,class3,4487,3747
4329,class1,4019,4984
4330,class5,7963,5890
4331,class0,3888,993
4332,class2,215,252
4333,class1,4393,5504
4334,class4,4358,37
4335,class1,4142,3695
4336,class5,6461,4053
4337,class7,634,4276
4338,class6,2926,256
4339,class3,3798,1668
4340,class5,3958,1179
4341,class3,3916,1153
4342,class2,803,83
4343,class1,3663,3241
4344,class6,3050,1460
4345,class3,3777,3416
4346,class1,3599,4351
4347,class3,7192,2502
4348,class1,3161,2572
4349,class3,6662,4597
4350,class6,4572,4862
4351,class2,3911,1642
4352,class2,2354,1086
4353,class1,2617,5902
4354,class5,6269,2268
4355,class1,3384,8275
4356,class4,3239,691
4357,class7,526,526
4358,class3,2684,4371
4359,class3,7478,3898
4360,class0,6820,1813
4361,class2,3733,190
4362,class6,2878,1567
4363,class1,683,2490
4364,class3,9660,794
4365,class0,6644,2149
4366,class6,1594,3696
4367,class7,76,214
4368,class3,7585,2126
4369,class6,2203,313
4370,class7,711,1783
4371,class1,3133,4086
4372,class6,2757,3020
4373,class4,4743,131
4374,class4,648,2398
4375,class0,5999,1150
4376,class7,137,186
4377,class3,4475,6942
4378,class1,5805,2501
4379,class7,29,185
4380,class6,2511,222
4381,class3,5463,471
4382,class6,2346,183
4383,class4,4213,4279
4384,class6,2584,348
4385,class1,2764,4300
4386,class7,1,243
4387,class4,2010,4144
4388,class5,6912,937
4389,class1,1837,3814
4390,class3,2820,6462
4391,class1,2250,4113
4392,class6,2691,1577
4393,class5,6916,2447
4394,class7,1,133
4395,class7,45,4416
4396,class3,3359,2987
4397,class0,3946,4871
4398,class3,4959,6879
4399,class5,5390,1261
4400,class6,3643,1354
4401,class4,5959,229
4402,class1,3395,4399
4403,class2,2628,341
4404,class1,3310,6743
4405,class1,3297,4224
4406,class1,2336,5072
4407,class0,5757,3851
4408,class7,4,140
4409,class6,3827,1245
4410,class0,5664,2346
4411,class1,4362,4293
4412,class3,3758,9504
4413,class1,2423,5000
4414,class0,6611,2052
4415,class7,122,1
4416,class3,4138,997
4417,class3,4341,3968
4418,class5,88,1179
4419,class2,121,25
4420,class2,184,1209
4421,class7,316,126
4422,class3,2765,2833
4423,class7,426,182
4424,class1,4691,1374
4425,class0,4225,844
4426,class1,2788,6124
4427,class3,4988,4922
4428,class0,6137,671
4429,class1,2891,4933
4430,class6,2000,7105
4431,class2,975,670
4432,class3,5406,545
4433,class6,3333,837
4434,class1,3140,4989
4435,class3,8505,1980
4436,class3,4185,1520
4437,class3,4377,3543
4438,class5,2238,861
4439,class0,5082,812
4440,class5,3926,1016
4441,class0,5894,2577
4442,class2,314,192
4443,class3,3619,2876
4444,class7,1,42
4445,class2,816,87
4446,class6,2133,2231
4447,class0,6412,2430
4448,class6,4008,3294
4449,class6,2509,870
4450,class6,2502,10910
4451,class6,2513,2273
4452,class6,3225,497
4453,class4,3541,1502
4454,class1,2038,7535
4455,class1,3423,2412
4456,class2,1759,961
4457,class6,3317,1237
4458,class7,0,244
4459,class1,3062,5392
4460,class3,4297,2011
4461,class7,541,7140
4462,class6,2834,798
4463,class3,3937,1008
4464,class3,4670,4513
4465,class5,4250,404
4466,class6,2580,3085
4467,class3,4635,2961
4468,class7,710,247
4469,class3,3989,5991
4470,class0,5582,1370
4471,class3,5522,1056
4472,class3,5578,3409
4473,class5,6251,3651
4474,class7,366,56
4475,class4,5393,205
4476,class0,6567,1181
4477,class4,3631,1393
4478,class1,1408,12724
4479,class7,43,557
4480,class2,571,2246
4481,class1,2255,5192
4482,class6,3893,942
4483,class3,4433,873
4484,class1,4167,2102
4485,class4,4866,916
4486,class2,287,3927
4487,class6,3280,432
4488,class3,4153,2499
4489,class7,523,4122
4490,class3,4922,8196
4491,class6,2885,1434
4492,class1,3409,6185
4493,class5,3447,542
4494,class5,5598,1178
4495,class4,3062,2529
4496,class6,1826,387
4497,class7,37,500
4498,class6,2839,1969
4499,class1,3703,3386
4500,class0,5943,3358
4501,class7,352,36
4502,class2,337,104
4503,class6,3769,434
4504,class7,627,5428
4505,class4,5927,299
4506,class1,2957,2800
4507,class3,7803,242
4508,class3,5532,4524
4509,class4,1806,75
4510,class5,3213,279
4511,class5,6427,3014
4512,class2,449,4021
4513,class7,43,86
4514,class3,5276,6055
4515,class2,189,4176
4516,class5,5233,1147
4517,class6,3514,649
4518,class5,4676,1161
4519,class1,3482,5437
4520,class2,4121,4020
4521,class3,2,1
4522,class2,265,4794
4523,class1,2132,2456
4524,class5,4625,1091
4525,class0,4286,2673
4526,class7,238,85
4527,class7,173,3095
4528,class6,4556,1822
4529,class5,3090,196
4530,class3,3164,3916
4531,class1,2437,1851
4532,class3,0,227
4533,class6,2533,1372
4534,class3,4666,715
4535,class6,2221,8848
4536,class1,742,2851
4537,class6,2219,1071
4538,class1,2322,1357
4539,class6,2332,3742
4540,class4,4872,86
4541,class5,7083,1429
4542,class0,3999,3818
4543,class3,4133,4875
4544,class3,2122,2615
4545,class5,6484,605
4546,class7,270,22
4547,class3,8214,4578
4548,class0,5331,1282
4549,class6,3424,506
4550,class3,5362,5248
4551,class1,4182,3405
4552,class5,616,1275
4553,class6,2482,1107
4554,class1,3215,3234
4555,class3,4336,4937
4556,class3,6028,2695
4557,class5,4204,2130
4558,class6,2945,956
4559,class6,3709,2239
4560,class2,165,2805
4561,class1,3157,7150
4562,class6,2302,1349
4563,class3,3236,2854
4564,class4,3430,97
4565,class4,2875,38
4566,class6,2498,1111
4567,class6,1891,4473
4568,class7,9,3045
4569,class6,2002,456
4570,class0,4663,1737
4571,class2,488,2326
4572,class3,6873,3292
4573,class3,4468,2833
4574,class0,3958,1933
4575,class3,93,471
4576,class1,3522,5137
4577,class0,4838,3454
4578,class5,5181,347
4579,class1,3224,3030
4580,class6,3097,378
4581,class4,3883,4489
4582,class1,3557,6432
4583,class0,7608,2810
4584,class0,6124,2033
4585,class1,3954,4164
4586,class6,4597,6225
4587,class4,5237,16
4588,class3,3821,9389
4589,class1,3335,7262
4590,class1,2736,954
4591,class6,3688,2905
4592,class0,8586,2058
4593,class5,2265,1070
4594,class2,2397,306
4595,class6,2463,2510
4596,class2,187,7378
4597,class6,2187,1648
4598,class7,4,138
4599,class1,3851,2860
4600,class5,2615,317
4601,class3,6455,6681
4602,class3,4173,6767
4603,class3,5318,6969
4604,class1,4940,3256
4605,class5,0,248
4606,class7,186,188
4607,class6,3158,254
4608,class0,4869,434
4609,class4,3116,123
4610,class1,3094,2154
4611,class6,3771,2549
4612,class3,4599,2253
4613,class3,5040,6631
4614,class7,0,269
4615,class3,2939,2472
4616,class1,2580,5845
4617,class6,2663,725
4618,class4,5366,385
4619,class7,6,115
4620,class3,3868,4262
4621,class3,4488,356
4622,class7,0,160
4623,class3,2267,12637
4624,class1,2305,8276
4625,class6,2364,4018
4626,class6,1984,2272
4627,class7,11,82
4628,class7,908,31
4629,class4,5591,2228
4630,class3,0,50
4631,class3,3633,8565
4632,class0,5216,3905
4633,class6,3814,4116
4634,class2,427,1253
4635,class6,3854,3582
4636,class4,1687,21
4637,class1,3828,2329
4638,class3,5323,6657
4639,class7,422,1997
4640,class3,5009,1078
4641,class1,4210,2327
4642,class2,770,5
4643,class7,759,149
4644,class6,1779,4218
4645,class2,1329,347
4646,class6,2091,7185
4647,class3,3704,2775
4648,class3,193,2583
4649,class3,5574,3397
4650,class6,2326,472
4651,class1,2596,3906
4652,class1,3173,6081
4653,class3,3649,5177
4654,class1,3194,3394
4655,class7,386,116
4656,class7,40,942
4657,class3,4127,941
4658,class2,986,133
4659,class4,5301,85
4660,class7,219,166
4661,class3,5032,1317
4662,class6,3605,443
4663,class7,1653,122
4664,class1,2726,3229
4665,class6,2429,4298
4666,class7,1,168
4667,class6,2488,535
4668,class3,3110,8298
4669,class6,3265,2471
4670,class1,3139,3929
4671,class5,6180,434
4672,class7,674,2119
4673,class6,2030,325
4674,class4,2992,121
4675,class0,1185,229
4676,class1,3682,4154
4677,class0,6114,1593
4678,class6,2716,2517
4679,class2,1262,739
4680,class1,2564,5215
4681,class1,3586,3512
4682,class0,6549,1258
4683,class2,533,3051
4684,class6,2111,115
4685,class3,7335,1467
4686,class1,3390,4296
4687,class2,1536,376
4688,class1,3430,3022
4689,class3,3811,3197
4690,class4,2479,569
4691,class2,1821,382
4692,class0,4949,1210
4693,class5,3329,240
4694,class1,1191,6768
4695,class7,14,183
4696,class3,2472,6779
4697,class5,5383,818
4698,class1,4496,4356
4699,class3,6297,8405
4700,class4,2819,4834
4701,class7,274,17
4702,class1,3621,3723
4703,class0,3975,1138
4704,class3,2804,5609
4705,class3,3788,3442
4706,class1,3999,2622
4707,class5,0,2
4708,class6,2664,5521
4709,class0,3711,491
4710,class5,4338,3652
4711,class4,3571,635
4712,class1,2357,2481
4713,class2,748,1321
4714,class3,4602,2345
4715,class1,2256,9703
4716,class3,5545,9431
4717,class6,2806,990
4718,class6,2200,673
4719,class2,609,923
4720,class5,2431,971
4721,class1,4420,2890
4722,class5,1601,1726
4723,class3,3519,2162
4724,class3,7715,3968
4725,class3,5830,1097
4726,class5,2755,884
4727,class1,3782,2412
4728,class7,599,357
4729,class4,3855,404
4730,class6,2993,2704
4731,class7,9,1026
4732,class7,62,2365
4733,class6,2263,5512
4734,class3,5706,701
4735,class3,5914,2832
4736,class1,3551,7063
4737,class2,2699,1908
4738,class3,3980,2673
4739,class1,4888,822
4740,class3,3142,4400
4741,class4,4000,149
4742,class2,1645,576
4743,class7,1,135
4744,class7,302,213
4745,class7,353,40
4746,class4,4182,3548
4747,class3,3727,498
4748,class4,5149,1948
4749,class6,3383,2282
4750,class7,394,154
4751,class7,645,185
4752,class6,1731,5690
4753,class1,3401,3566
4754,class1,4226,4499
4755,class1,2675,1620
4756,class6,4026,1590
4757,class4,4513,67
4758,class4,5900,111
4759,class3,5312,2832
4760,class0,5449,1128
4761,class3,6881,1164
4762,class6,2555,790
4763,class2,178,9980
4764,class5,2320,3441
4765,class5,2091,233
4766,class4,6079,1929
4767,class3,4549,3631
4768,class0,1192,9
4769,class5,1420,701
4770,class6,2262,2508
4771,class5,8078,1615
4772,class4,3586,174
4773,class6,1170,538
4774,class6,2383,763
4775,class5,2279,932
4776,class1,2753,2983
4777,class6,3032,807
4778,class4,2052,5954
4779,class0,4984,697
4780,class1,3400,2037
4781,class3,2468,2576
4782,class5,2495,323
4783,class1,6445,5227
4784,class7,1,55
4785,class5,6021,613
4786,class3,4499,4608
4787,class4,5356,162
4788,class6,1857,2491
4789,class0,5569,1167
4790,class3,7218,1149
4791,class4,3018,4700
4792,class1,4074,3417
4793,class0,5842,2113
4794,class4,4638,3544
4795,class6,3285,285
4796,class5,6333,5147
4797,class4,4172,2408
4798,class3,3034,4645
4799,class6,3437,3213
4800,class3,5014,2155
4801,class2,324,986
4802,class6,2157,1713
4803,class1,3089,3245
4804,class1,2493,5037
4805,class0,3935,2023
4806,class1,3098,6219
4807,class6,3910,2710
4808,class7,0,139
4809,class5,2898,1180
4810,class1,0,91
4811,class7,714,168
4812,class1,3035,3897
4813,class2,1685,462
4814,class1,3141,3750
4815,class1,3108,6078
4816,class7,2,155
4817,class3,3306,2720
4818,class1,2611,4973
4819,class4,6051,448
4820,class3,6628,1090
4821,class7,333,540
4822,class6,3292,294
4823,class4,2820,850
4824,class5,6252,1255
4825,class6,3001,458
4826,class4,4862,2683
4827,class7,111,366
4828,class6,2736,366
4829,class3,5189,678
4830,class3,4820,1572
4831,class7,63,1035
4832,class6,3927,763
4833,class2,3274,256
4834,class6,2865,4208
4835,class3,0,0
4836,class7,0,115
4837,class4,3323,1279
4838,class7,607,3
4839,class3,4190,8480
4840,class7,98,235
4841,class7,0,556
4842,class6,1462,1783
4843,class7,13,81
4844,class0,2978,347
4845,class2,780,304
4846,class5,7512,883
4847,class4,4383,4999
4848,class7,15,88
4849,class5,4509,523
4850,class6,3248,1012
4851,class3,7685,1248
4852,class4,5541,4371
4853,class1,2710,2061
4854,class6,3153,532
4855,class4,3975,712
4856,class5,7036,2197
4857,class3,2823,8890
4858,class7,45,53
4859,class2,695,6108
4860,class3,3561,2550
4861,class6,2340,743
4862,class4,4484,17
4863,class3,4081,475
4864,class6,2192,4948
4865,class6,2266,547
4866,class0,5390,2193
4867,class6,3223,7286
4868,class5,4775,2089
4869,class6,3355,1147
4870,class6,2396,140
4871,class0,4448,2695
4872,class6,3506,5477
4873,class7,321,9
4874,class6,1324,4033
4875,class2,669,28
4876,class1,6049,2988
4877,class6,2156,1523
4878,class0,4556,559
4879,class1,2019,2608
4880,class5,7175,710
4881,class5,1833,830
4882,class7,10,192
4883,class1,2988,2602
4884,class2,156,1122
4885,class2,5024,344
4886,class2,1913,569
4887,class6,2993,1716
4888,class2,453,322
4889,class0,5726,1167
4890,class6,2899,6241
4891,class1,2319,3896
4892,class1,4164,2678
4893,class5,4582,2169
4894,class7,239,998
4895,class4,4059,114
4896,class1,4269,5334
4897,class3,4690,5791
4898,class0,3996,4011
4899,class3,13,1814
4900,class7,80,7107
4901,class7,1071,167
4902,class0,4096,599
4903,class4,5960,788
4904,class3,3492,10825
4905,class5,969,521
4906,class6,4061,741
4907,class5,1817,874
4908,class5,4629,1151
4909,class6,4270,296
4910,class1,3850,2352
4911,class6,2769,380
4912,class1,2632,3919
4913,class1,1256,5904
4914,class3,7053,857
4915,class1,3664,2978
4916,class6,2512,9864
4917,class3,4788,3948
4918,class4,5665,886
4919,class6,1984,1567
4920,class2,866,5078
4921,class7,8,1546
4922,class7,16,379
4923,class0,4359,1373
4924,class4,3271,49
4925,class0,3611,1125
4926,class6,1724,141
4927,class2,950,301
4928,class0,3961,816
4929,class3,7684,4392
4930,class4,2670,5692
4931,class0,3984,3232
4932,class6,2867,2497
4933,class3,6640,6198
4934,class1,3342,2145
4935,class7,209,487
4936,class2,320,13
4937,class4,3853,80
4938,class7,172,223
4939,class1,4112,5355
4940,class6,2321,6694
4941,class0,4577,3876
4942,class4,3396,41
4943,class6,2310,10246
4944,class2,852,322
4945,class5,3596,108
4946,class4,5642,158
4947,class6,3589,1250
4948,class3,6,6
4949,class6,2004,3056
4950,class6,2503,5340
4951,class1,2325,7588
4952,class6,1863,1336
4953,class5,114,0
4954,class2,1706,1520
4955,class1,2335,6039
4956,class2,274,3238
4957,class4,2357,2933
4958,class3,6329,2863
4959,class2,271,4329
4960,class1,2766,2714
4961,class1,4363,6450
4962,class1,4206,776
4963,class7,400,9
4964,class6,2719,675
4965,class1,4212,3514
4966,class1,3193,4312
4967,class1,3082,2644
4968,class0,4289,1085
4969,class7,191,4
4970,class2,1071,2252
4971,class7,736,356
4972,class6,2441,2754
4973,class4,6314,421
4974,class1,4516,4859
4975,class6,1934,5231
4976,class6,2245,1247
4977,class7,1,311
4978,class3,4106,208
4979,class3,4852,3630
4980,class4,4024,99
4981,class5,3140,873
4982,class6,4704,16310
4983,class6,2168,688
4984,class3,3946,3659
4985,class6,2819,704
4986,class1,2110,7613
4987,class2,415,39
4988,class7,200,111
4989,class2,357,16
4990,class0,3633,1204
4991,class6,3287,2767
4992,class1,3258,655
4993,class2,199,869
4994,class6,3005,3428
4995,class0,4089,2231
4996,class6,2316,8375
4997,class2,979,2112
4998,class7,127,139
4999,class7,8,4263
5000,class2,648,970
5001,class0,5615,348
5002,class1,2910,3597
